time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
600,10,1,12,100,200,SG,1,5,SPOPlus,0.001,0.3303852081298828,0.3333333432674408,0.09624826163053513,0.33715587854385376,0.3435114622116089,0.09380672872066498
1800,10,1,12,100,200,SG,1,5,SPOPlus,0.001,0.3014265298843384,0.3097345232963562,0.08325496315956116,0.3095206618309021,0.31122449040412903,0.08470326662063599
3600,10,1,12,100,200,SG,1,5,SPOPlus,0.001,0.29405255302786826,0.30207592248916626,0.0807507492895885,0.30067433758825063,0.30238230526447296,0.08116090696405279
60,10,1,12,100,200,SG,5,10,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,5,10,SPOPlus,0.001,0.30943843722343445,0.3165680468082428,0.08548509329557419,0.3180679976940155,0.3216080367565155,0.08692160248756409
1800,10,1,12,100,200,SG,5,10,SPOPlus,0.001,0.3049629330635071,0.31081080436706543,0.08413872122764587,0.3126436471939087,0.31707316637039185,0.08498859405517578
3600,10,1,12,100,200,SG,5,10,SPOPlus,0.001,0.30420406609773637,0.3111196905374527,0.08396143558301919,0.3119509178176522,0.3166862577199936,0.08482620482885242
60,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.30914437770843506,0.31147539615631104,0.08581981807947159,0.31725114583969116,0.32083332538604736,0.08543723821640015
1800,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.3077571988105774,0.31081080436706543,0.08520538359880447,0.31608736515045166,0.3194444477558136,0.08517414331436157
3600,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.3054075671732426,0.3111196905374527,0.08356544988799486,0.3141470837369561,0.3166286200284958,0.0847032754999335
60,10,1,12,100,200,SG,1,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,1,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
1800,10,1,12,100,200,SG,1,20,SPOPlus,0.001,0.31511732935905457,0.31725889444351196,0.0893559530377388,0.3201039433479309,0.32181426882743835,0.09041884541511536
3600,10,1,12,100,200,SG,1,20,SPOPlus,0.001,0.31511733494699,0.3178473263978958,0.08890805176338402,0.3201039041727781,0.32185134291648865,0.09037362286095352
60,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.31572258472442627,0.3243243098258972,0.08897357434034348,0.3251800239086151,0.3298611044883728,0.0881187841296196
600,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.30117568373680115,0.3101736903190613,0.0810033455491066,0.3104495406150818,0.3132639229297638,0.08226658403873444
1800,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.3002135157585144,0.3053097426891327,0.08116500824689865,0.30925339460372925,0.3113122284412384,0.08177369832992554
3600,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.29651411265134814,0.30417153239250183,0.07872531885399298,0.3050129700675607,0.30586671829223633,0.08054067882626535
60,10,1,12,100,200,SG,20,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,20,20,SPOPlus,0.001,0.3072121739387512,0.3177570104598999,0.08476579934358597,0.3157674968242645,0.31974920630455017,0.08664578944444656
1800,10,1,12,100,200,SG,20,20,SPOPlus,0.001,0.3052639961242676,0.31761786341667175,0.08360310643911362,0.31435054540634155,0.318352073431015,0.08579708635807037
3600,10,1,12,100,200,SG,20,20,SPOPlus,0.001,0.3043051645159721,0.3180268108844757,0.08286370286429888,0.3135885718017817,0.3176073133945465,0.08511077941095745
60,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.31114712357521057,0.3214285671710968,0.08596988022327423,0.319114625453949,0.3232758641242981,0.08564592152833939
1800,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.30932462215423584,0.3214285671710968,0.0846138596534729,0.31775951385498047,0.32132965326309204,0.08542345464229584
3600,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.3069558554887772,0.3207142800092697,0.08251557571162406,0.31691205825656654,0.3210614025592804,0.08504908499455693
60,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.33078110218048096,0.33544304966926575,0.09914202988147736,0.3355938196182251,0.34246575832366943,0.09406661242246628
1800,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.29697421193122864,0.30177515745162964,0.08096195012331009,0.3037174940109253,0.30434781312942505,0.08220233768224716
3600,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.29297401025891306,0.3014041781425476,0.08089721729331396,0.3005978976637125,0.30250707268714905,0.08102604929202416
